FieldID	TRAIT_OF_INTEREST	EXCLUDED_NEALE	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	EXCLUDED_PHARMA	EXCLUDED
25174						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in anterior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25174		
25175						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in anterior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25175		
25176						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25176		
25177						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25177		
25178						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25178		
25179						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25179		
25180						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior thalamic radiation on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25180		
25181						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior thalamic radiation on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25181		
25182						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in sagittal stratum on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25182		
25183						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in sagittal stratum on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25183		
25184						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in external capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25184		
25185						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in external capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25185		
25186						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cingulum cingulate gyrus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25186		
25187						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cingulum cingulate gyrus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25187		
25188						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cingulum hippocampus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25188		
25189						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cingulum hippocampus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25189		
25190						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in fornix cres+stria terminalis on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25190		
25191						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in fornix cres+stria terminalis on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25191		
25192						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior longitudinal fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25192		
25193						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior longitudinal fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25193		
25194						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior fronto-occipital fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25194		
25195						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior fronto-occipital fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25195		
25196						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in uncinate fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25196		
25197						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in uncinate fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25197		
25198						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in tapetum on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25198		
25199						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in tapetum on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25199		
25200						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in middle cerebellar peduncle on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25200		
25201						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in pontine crossing tract on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25201		
25202						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in genu of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25202		
25203						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in body of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25203		
25204						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in splenium of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25204		
25205						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in fornix on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25205		
25206						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in corticospinal tract on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25206		
25207						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in corticospinal tract on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25207		
25208						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in medial lemniscus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25208		
25209						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in medial lemniscus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25209		
25210						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in inferior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25210		
25211						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in inferior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25211		
25212						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in superior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25212		
25213						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in superior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25213		
25214						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in cerebral peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25214		
25215						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in cerebral peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25215		
25216						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in anterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25216		
25217						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in anterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25217		
25218						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in posterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25218		
25219						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean L1 in posterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean L1 in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25219		
